SL. ,Comment,Hate,Type
4116,Condom Vaji ,Yes,Sexual
4117,Alu emn hoile belun kmn vai ,No,Not Hate
4118,ki hoice kara ara ,No,Not Hate
4119,r e ei meye to pornstar chilo,Yes,Sexual
4120,asole ara kara?kew janle aktw bolio,No,Not Hate
4121,Ekta video kore ki sarajibon vangiye khabi....new video kore 6arlei to hoi...,No,Not Hate
4122,Kon natok er spot,No,Not Hate
4123,bisnar chador shei chilo,No,Not Hate
4124,Natok ta dekea chuke jol chole asca...,No,Not Hate
4125,Are ara kara kotthe ke alo ara????,No,Not Hate
4126,Ami aktu klanto hoye gelam,No,Not Hate
4127,Akn Porjonto Na Cina Ami,No,Not Hate
4128,Ei meye ta k same to same aranee er ammur moto Lage ,No,Not Hate
4129,assa ayra kara maje majei ayder niya post dekhi,No,Not Hate
4130,Soto belar kotha mone pore gelo!,No,Not Hate
4131,Opo biswas er....biye cara jamao,Yes,Others
4132,Madarerxod tr bap gore gari jore calano nia soceton kor,Yes,Slang
4133,Apu Tumi ei Joss,No,Not Hate
4134,apu apni j atto cute ufffffffffff,No,Not Hate
4135,ami fast tomar dans dekhlam,No,Not Hate
4136,Tmi ato sundor kno,No,Not Hate
4137,Babu tah,No,Not Hate
4138,Nich tala vara diya upor tala banaiso?,Yes,Sexual
4139,1st a ese emn nach dekhaiya ki bujhailen,No,Not Hate
4140,Tumi paro deki ,No,Not Hate
4141,Sundor jinish toh agei dekhe felsi,Yes,Sexual
4142,Height kome gelo kmne,No,Not Hate
4143,fast e ki dekhailen eigula,No,Not Hate
4144,Apni koto niben 1 gonta 1 lakh dibo,Yes,Sexual
4145,Sofia ansarir apon bon,Yes,Appearance
4146,Baler Phn ,Yes,Others
4147,Shetaaaa Vagaaah dance,Yes,Slang
4148,Tomar nanir heda..,Yes,Slang
4149,Puita felum,Yes,Others
4150,Accha 13500 ki apni soho?,No,Not Hate
4151,Cute magi ta,Yes,Sexual
4152,Dudh dekhaiya phone beche,Yes,Sexual
4153,Oto tel marar dorkar nai tumi apple chara kisui janona ,No,Not Hate
4154,Sundor jinic dekabo,No,Not Hate
4155,Dudu nach dekhao sundori,Yes,Sexual
4156,Api sona k sob look e bhalo lage,No,Not Hate
4157,"Grame gele mutte jay 3jon loya, abar halloween maray",No,Not Hate
4158,Bangladesh er khela dekhar theke japan r jhapsa jinis dekhao valo,No,Not Hate
4159,Daraz a ki tmk odar kora jabe???,No,Not Hate
4160,Mone hoy akono tumi onek cotto kuki fantastic,No,Not Hate
4161,Bangladesh jitlo kobe??,No,Not Hate
4162,hagol akta,Yes,Slang
4163,"Durr ar jai mor bal ar vedio  koran,sundor vedio korta casta koran",Yes,Slang
4164,Dhaka guys Dhaka tei thake dubai e na,No,Not Hate
4165,Gacher dim ebar putkite vore rakho,Yes,Others
4166,Asolei onek boro boro peyara gach,No,Not Hate
4167,Behaya,Yes,Slang
4168,Baal...,Yes,Slang
4169,Tmr moto boro boro dimm,Yes,Sexual
4170,Baler video koro,Yes,Others
4171,Sona dekhso kono somoy naki oida ooo tv te dekhso,Yes,Sexual
4172,Dhakaiyara ki apnar moto abal hoy naki? ,Yes,Slang
4173,Mr absar er video copy kore banai rakhse,No,Not Hate
4174,Porimonir soto bon... Banglar Sunny Leone ,Yes,Appearance
4175,Goriber Ayesha Takia,Yes,Appearance
4176,Tora dim par,No,Not Hate
4177,Sandals pore vdo tar sathe adjust hoito. khet,Yes,Appearance
4178,Baler logic benchod pro,Yes,Slang
4179,Shuyar dhong,Yes,Appearance
4180,Meyad urtinno gaja khaila ja hoy,Yes,Others
4181,Gortu tu tumar Sathe E Ache.,Yes,Sexual
4182,Valo dress nai?,Yes,Appearance
4183,Bal joto bar not interested kori toto bara baler video ase ,Yes,Slang
4184,Abal jokon notton noton video more..,Yes,Slang
4185,Dhakar public er kopale likha to bokachoda,Yes,Slang
4186,Akhon apni dim a ta diye baccha futan.,No,Not Hate
4187,Pagol hoicho j basai jane??,Yes,Others
4188,apu apnar gacer dim gula onk bro,Yes,Sexual
4189,Apni kun groher manush aunty,No,Not Hate
4190,Gidhor marka,Yes,Slang
4191,Or Dudh dekh tomar mukher shoman,Yes,Sexual
4192,Madarchot ra taka kmne nosto kore,Yes,Slang
4193,Oma koto boro,Yes,Sexual
4194,Asol maal,Yes,Sexual
4195,Khankir chawal ra loker khawa hoyna tora ki kortesos eigula,Yes,Slang
4196,Abaal chuda shangbadik r kono khobor pash na?,Yes,Slang
4197,Besi besi kore felle kintu r kew dekhbe na naturally koren,No,Not Hate
4198,Tomader elakar chairman taraa dey na tomake egula korle rastay?,No,Not Hate
4199,Finishing ta hoi nai!! Ushta khaye pore jawar kotha chilo to,No,Not Hate
4200,vai vuri ta to joss hoise,No,Not Hate
4201,Ektu boro hoye geso mone hocche?,No,Not Hate
4202,Ufff bujhlam nh amaro kn moja laglo,No,Not Hate
4203,Eto shundor nach jiboneoooooooo dekhinai,No,Not Hate
4204,Ki ki  hoile btr hoito ,No,Not Hate
4205,"ami ki korsi,uff",No,Not Hate
4206,"Ato shundor content , ekta bhalo director diya shoot kora hoynai ken ?",No,Not Hate
4207,Bhalo talent er dam nai ken ?,No,Not Hate
4208,Eto shundor Office a young creative talent nai ken?,No,Not Hate
4209,Acting ta thik moto hoi nai ken?,Yes,Others
4210,Noise clear koren nai ken,No,Not Hate
4211,opu tmi kbe English sikla,No,Not Hate
4212,Chor salay,Yes,Others
4213,Are bukaxuda. Seito Parbi tui.,Yes,Slang
4214,Tor ma heda,Yes,Slang
4215,Paltu chele akta,Yes,Others
4216,Aita kono video holo paltu ,No,Not Hate
4217,onk sondor,No,Not Hate
4218,Moga,Yes,Slang
4219,Borishailla khetar gatti,Yes,Racial
4220,Cheleta America  ty  taki o ato valo bangla bolty pare asholy good.....,No,Not Hate
4221,Sei lagse video ta,No,Not Hate
4222,Kichu kichu abal ase nijera valoh kichu korte parbe nh abr onner valo thaka o dekte parbe nh ,Yes,Slang
4223,Maderchuud is back ,Yes,Slang
4224,seta bangga nas dila bondu,Yes,Slang
4225,Smoke machine na paya Biri diya kam chalaise ,No,Not Hate
4226,bacha der ke tika din noito emn potibondhi hobe,Yes,Others
4227,Mother cod,Yes,Slang
4228,Hijla pro max,Yes,Slang
4229,Abla is back,Yes,Slang
4230,Pant ekta amr theke niye jais. sheta bangaa celebrity,Yes,Appearance
4231,Hedarpo,Yes,Slang
4232,Lagtese j toh aita kono furniture er showroom a. Bed almirahr wrapping e akhono khule nai ,No,Not Hate
4233,Tore dhaykha Hijra o lojja paybo,Yes,Racial
4234,Cartoon akta,Yes,Appearance
4235,Vaiya lipstick er shade ki,Yes,Appearance
4236,Nola Khankir pola ,Yes,Slang
4237,Full bc,Yes,Slang
4238,Bepar ta hassssokor,No,Not Hate
4239,Gaja khaiya aisos naki ,Yes,Others
4240,Abaal,Yes,Slang
4241,Tokai,Yes,Slang
4242,Kire vai pant to purai chira ,Yes,Appearance
4243,Potibondhi,Yes,Racial
4244,Welcome back bosti,Yes,Others
4245,Etw taka koi kobor a nibi? Ekta pant o kinte paros na,Yes,Appearance
4246,Vi tui chera Cheri nh soo lipstick aktu kom lagais cz manush er chinte problem hoi tui maiya nki pola ,Yes,Appearance
4247,Dhur sagol,Yes,Slang
4248,Modarchud,Yes,Slang
4249,vape ar dhuya ato kom ken?,No,Not Hate
4250,Sala madarbod ,Yes,Slang
4251,Ore protibondi tiktoker,Yes,Racial
4252,Pant tho daki sob ta cera.. sorom nai ,Yes,Appearance
4253,bakcod,Yes,Slang
4254,Abaal jaake bole,Yes,Slang
4255,Tomk k asty bolcy bal pakna tati,Yes,Slang
4256,Aisos kn abar ja ga,No,Not Hate
4257,Pura  Boshti,Yes,Appearance
4258,Methorer baccha,Yes,Slang
4259,Sodor ghat r gham khor pura,Yes,Slang
4260,Pagol choda kothakar,Yes,Slang
4261,Ram chagol,Yes,Slang
4262,Shala ganja khor,Yes,Slang
4263,Bechara hat marte marte shukai gese,Yes,Others
4264,Amer toilet ar ghu o tor thikka smart maderson,Yes,Slang
4265,no 1 pagolchoda,Yes,Slang
4266,ac dekaire ni re amr basat ou ase ac ami to ar dekairm na,No,Not Hate
4267,BTS Hijra,Yes,Slang
4268,Gusti *h*di bro ,Yes,Slang
4269,"vai ganja asa to nah tahkle bolis. r ha ami tuke vai bollam kano  tui,,  to,, sudir vai",Yes,Slang
4270,Chor,Yes,Slang
4271,Image tar lover o ace.....,Yes,Slang
4272,protibondi ultra max pro,Yes,Slang
4273,Boka coda,Yes,Slang
4274,"Ai binchot re dakle mon da chai ore aina 24 hours full dance korai,",Yes,Slang
4275,Ganja khor,Yes,Slang
4276,areh era ke?! koi theke elo era! Allah tader hedayek dan korun,No,Not Hate
4277,Sala gajakhor ,Yes,Slang
4278,Protibondhir baccha,Yes,Slang
4279,Mukh ta ee kmn beka bara ,Yes,Appearance
4280,Tmr bicite current lagse?,Yes,Others
4281,Abal coda ,Yes,Slang
4282,Ajj comment korbo na,No,Not Hate
4283,Vaii tor kiii taka poyshar atttoi ovab porse attto chira ken pent...ta tor....? maya laglo tor jonno...,Yes,Appearance
4284,A khangkir pola ...amare cenos...samne asle jobo korbo...tui to jubo somaj nossto kortecis,Yes,Slang
4285,Sob ii rong er khela,No,Not Hate
4286,Durrrr khankir poth bondho kor shala,Yes,Slang
4287,Dandi kor,Yes,Others
4288,Condom fete jonmo niche eta,Yes,Others
4289,Sala lojjao lge ki bal chal banay banchod,Yes,Slang
4290,salae sagol,Yes,Slang
4291,Eto kapakapi korar reason ta ki?,No,Not Hate
4292,kamla sala,Yes,Slang
4293,Tokai level,Yes,Appearance
4294,Vag madarchod,Yes,Slang
4295,Pagol er matha karap hoyca,No,Not Hate
4296,After long time ami onek hashlam,No,Not Hate
4297,Bokaaaaaaaaacodaaaaaaaa,Yes,Slang
4298,Aysob pagol.sagol.kon jagar teke je ase.fuk.you..,Yes,Slang
4299,tik tok koira r kicho na parok...koita sondor farnichar joraice,Yes,Others
4300,Dur madarbot,Yes,Slang
4301,Tokai jokon vab nay,Yes,Appearance
4302,Kera uthse naki Tor ,Yes,Others
4303,Ki bal korlo lafay lufay,Yes,Others
4304,Dudu.  Matartodd.  Mor ,Yes,Slang
4305,Hala hangkirpoyare chorer duuilla lager ,Yes,Slang
4306,Vai tomer bashai jane tumi j 110% psycho hoiya geso,Yes,Others
4307,Oii madarchod tore dekhte issa kre naaaa,Yes,Slang
4308,Dur halar po eta kono entry holo,Yes,Others
4309,"Bokachoda ekn o vlo howr tym ase tr. sudhere jhh...  Scl,clg join kor..  Manush hbi.  R ei tiktok korle goru hbi future e ",Yes,Others
4310,Video Dekhe na Hese parlam na,No,Not Hate
4311,tokai hala,Yes,Slang
4312,Fatracuda,Yes,Slang
4313,Banc***d sala dkhlei mejaj kharf hoiya jay,Yes,Slang
4314,Hedar vido koros bainxud ,Yes,Slang
4315,Vai bish kheye more jete iccha kore,Yes,Others
4316,Ore hijra no. 1 mukhe lips stik lagay,Yes,Slang
4317,Tate amar baal chera gelo,Yes,Others
4318,Ora madarcod,Yes,Slang
4319,Vai re tmre dekhle amr mone chay pabnay sit ta buk kore dite. abal marka pola pain abar mvir kta koy age nije thik ho vai. gaja khur ra ekn tiktok str.,Yes,Others
4320,Kire hijla,Yes,Slang
4321,Halar baincod... Shor,Yes,Slang
4322,Dury jaia mor vhi tora kellega amar samny ahos,Yes,Others
4323,ato lipstick keno.purai hizla ar moto lagse dekte...chagol jani kothakar,Yes,Appearance
4324,Edit ar telay kala hoye geso,Yes,Appearance
4325,Vai bissas kor hothat samne asar por voy paisi,No,Not Hate
4326,abal coda,Yes,Slang
4327,Dur mader cud hala,Yes,Slang
4328,Sala M C,Yes,Slang
4329,Bosti,Yes,Slang
4330,Bangir put,Yes,Slang
4331,Gajar jol khaise,Yes,Others
4332,Ture samn paile jota diya pitai tam sotti kotha,Yes,Others
4333,"Tor mar heda, Noakhali ay boira dimu",Yes,Slang
4334,"Pant chirlo kmne apu,?",No,Not Hate
4335,Dat ober gaja kaile amon oy,Yes,Others
4336,Ore halarpula kisue hoinai tor dance ,Yes,Others
4337,Tomar upor crush khai kida bhai ,Yes,Others
4338,Make up karone prothibir prothom komola colour nagerian lagtase. tai crush khawa nished ,Yes,Appearance
4339,CEter bal.,Yes,Slang
4340,Propose to dur r kotha tra dekhlai amar bomi ase,Yes,Appearance
4341,Ganja porse naki pat a ,Yes,Others
4342,Pagol choda,Yes,Slang
4343,Tr harbal ar mayed sas ni,Yes,Others
4344,Doniyate ki manuser ovab porse,No,Not Hate
4345,Bal cero tumi,Yes,Slang
4346,Korom chod,Yes,Slang
4347,Namaj porcis? Friday te.  Hudai vedio charis vag,No,Not Hate
4348,Kache Aho suna  kortachi,Yes,Sexual
4349,"Appu vhi i fack u,,, tur boin ra cudi",Yes,Slang
4350,Sesra ekta,Yes,Slang
4351,Khai ar kam ache ni bahi,No,Not Hate
4352,Namber 1tukai,Yes,Slang
4353,Vaiya egiye jan,No,Not Hate
4354,Tor ye je maiya propose korbo hitir moto hagl ar ekga nai ,Yes,Others
4355,Amr cras oppu,No,Not Hate
4356,You are joss vaia,No,Not Hate
4357,Tor look to sakib khan moto,Yes,Appearance
4358,Krum na propos,No,Not Hate
4359,Ktha ta age jei obstai chilo oi obstai akhn thakle manaito,Yes,Appearance
4360,Aj porjonto kaure proposed kore nai R apnare to badi dilam ,No,Not Hate
4361,Tomar mukhe ETA manyna brah,Yes,Racial
4362,Are khankir bachcha tor ki lozza nai,Yes,Slang
4363,Ofss.. mojja,Yes,Racial
4364,"I think, Harbal ar date ses hoye ashtese",No,Not Hate
4365,Pote bonde shala,Yes,Slang
4366,Tui vuji agula koroc jah like app a vedio kor!,No,Not Hate
4367,Ai mutki hutkir Sathe manah nah vai,Yes,Appearance
4368,Opu cudir bhai,Yes,Slang
4369,Toi abal,Yes,Slang
4370,Mother chod,Yes,Slang
4371,"Onk sundor dkhacce,amr onk vlo lge apnake,mota hye aro vlo dkhacce",No,Not Hate
4372,mota howar topic ta jodi bolta tmar moto hoiya sobaike tak lagiye ditam,No,Not Hate
4373,gitar bajano kivabe bondho korcen aktu bistarito janaben plz,Yes,Others
4374,Apni thik achen valo achen etai onk,No,Not Hate
4375,Kire ket marka chele tui bole gorur sui nisos  ,Yes,Appearance
4376,Opu Ekta beyadop karon. karon opu Vai dui banglar supper star Shakib khaner shathe tulona kore. opu Vai shakiber payer nokher joggoi na ,No,Not Hate
4377,Bhai mota houar poddhoti ta bolle khub upokar hoito,No,Not Hate
4378,Amio mota hoite chai ei sutki jibon r bhallage na,No,Not Hate
4379,Vai tumi ki use kore muta hoycho..and eto sundor hoyche setai jante cai..???,No,Not Hate
4380,Video ta mone hoi bathroom a make kora !!,Yes,Others
4381,Tmi cudir silay ekn oo aso,Yes,Slang
4382,Vai tmr tik tok account verified hocce na keno?,No,Not Hate
4383,A mangerbeta,Yes,Slang
4384,Kichu janar nay sudu eta bolbo egiye jaw kew kichu bolle o mono bol haraiyo nah bhai ,No,Not Hate
4385,"Tor fokinnir poo vab codao ,nai she kono cheter bal vab lou lakh poti ",Yes,Others
4386,"Vai mota hoite partace na j gf brek up kore palce,  kamne mota homu.",No,Not Hate
4387,Beda tui ki amader president hoisos naki questions kortam mora goro keyea boli gesos.naki harbal.kaisos bai,No,Not Hate
4388,Apne akhone kothay thaken ?r bortomane kii kaj kortesen?r porashuna koren?na korle korar icche ache kina?,No,Not Hate
4389,Apu vai tumi akta manchu dadar closup hasi dao,No,Not Hate
4390,Aiccha vai apnar ki lojja lage na?,No,Not Hate
4391,Opu vhai i love you,No,Not Hate
4392,Biyah me..hanga me opu vhai,No,Not Hate
4393,Manous to poribotton seil to ki hoicea,No,Not Hate
4394,halarpu hala gorur osud khaia mota hoia vab chudao vab tmr pukki dia dukhie dibo,Yes,Slang
4395,2r to hijrar moto lagce,Yes,Appearance
4396,Apnar videor sound quality valo na,No,Not Hate
4397,Mama ahon o ki ganja khau,Yes,Others
4398,Khaya Daya Kam nai,No,Not Hate
4399,Sara din ....ase,No,Not Hate
4400,Answer koi pabo vaiya,No,Not Hate
4401,Sound quality baze,No,Not Hate
4402,Fokinnir pola tor pakha gojaise taina?,Yes,Slang
4403,Chudir vai tui abar aschis mcd,Yes,Slang
4404,Khub sundor kotha,No,Not Hate
4405,Tumi akta cudir bhai,Yes,Slang
4406,Taklai ajkey mod kaynai,Yes,Others
4407,Haramzada akta,Yes,Slang
4408,Pam mara suru korse...boy paise huhu,No,Not Hate
4409,Takla Murad,Yes,Slang
4410,eita kno kothaSob pagol hoye gese,No,Not Hate
4411,Takla,Yes,Slang
4412,Kottar bassa,Yes,Slang
4413,Percent ki E O ba kheah aisen na ge a khaben??,No,Not Hate
4414,taklar bassa,Yes,Slang
4415,Madarbord,Yes,Slang
4416,Taklar mukhe gondho,Yes,Others
4417,Ay deshe ain ase naki????,No,Not Hate
4418,Tore  ke niog  dice  janoar,Yes,Slang
4419,Oy akta Feraon,Yes,Religious
4420,Dem mal khaiche re ,Yes,Others
4421,Tui akta pagol daktar,Yes,Others
4422,Tomi ato bal paknami koro na na  sala dallal,Yes,Others
4423,Faraoner bacca pagol,Yes,Slang
4424,Ish innocent ...takku or mathy kau ganjar tell maikhaa deu,Yes,Appearance
4425,Madar codd toi,Yes,Slang
4426,Toi kutta murad,Yes,Slang
4427,Tore laga...,Yes,Others
4428,World class Abal....,Yes,Slang
4429,"Ater hota foniber shomoi nai,amader!",No,Not Hate
4430,madarsod tor cansar hoba ok,Yes,Others
4431,Ore batpar,Yes,Slang
4432,Vai bhut ar mhuka ram nam.kotha gula sunta aktu otbhut laglo,No,Not Hate
4433,Sob e bujlm bt hijla Der moto kore kn Aida?,Yes,Appearance
4434,Digital. Chor,Yes,Others
4435,R batpar batpar. Vote. Chor batpar moussy. C ccc. Xxxx. L. L. L,Yes,Slang
4436,mohammad onek nari bhog korse tai muslim ra emon,Yes,Religious
4437,hindu ba kaferder sathe hat miliye shara duniya shesh hoye jachhe,Yes,Religious
4438,Fokinnir beer,Yes,Others
4439,ato hot kemne,Yes,Sexual
4440,Owo nijer ta nije dekso keno ? Amra jeno dekte pai sei jonno close pic dao,Yes,Others
4441,Inbx e nude pathao babe,Yes,Sexual
4442,oto hoye gese tai nh,No,Not Hate
4443,Chikna sorir e eto boro jinis kemne hoilo?,Yes,Appearance
4444,Doro tor. Mare codi,Yes,Slang
4445,dudu choto hoye gese tai nh,Yes,Sexual
4446,Hishu korla naki,No,Not Hate
4447,Superb purai mal,Yes,Others
4448,Koto sundor gol gol,Yes,Appearance
4449,Boobs valoi boro hoise...,Yes,Sexual
4450,"Cox's bazer theke acher por daktci mota hoiya jaitacn, gotona ki ",Yes,Appearance
4451,Ja ja korso bad daw maf kore dibo Amar sathe biya kore felo ,No,Not Hate
4452,Tumr I'd koyta,No,Not Hate
4453,Bar bar tomr oi makonar moto dud 2 ty crush kai ,Yes,Others
4454,tor moton khankir nam er pashe Islam na ta manai na,Yes,Others
4455,muslim er nam e kolngo tui,Yes,Religious
4456,"ra gulo choto hoye gese, boro size kine ano jao",No,Not Hate
4457,Din din sexiness Bartache  ki massages dicche ,Yes,Others
4458,Tomar porn ber hoice dekhlam,Yes,Others
4459,"Uffffff ki boobs re baba, purai matha nosto",Yes,Sexual
4460,Hot suna lagaba,Yes,Slang
4461,Manus tmader theke dud ber kora sikhbe,Yes,Others
4462,boro hoisa ki vab e,Yes,Others
4463,Bra sara ekta cobi post koro.,Yes,Sexual
4464,Tmr dud onk Boro tmr dud khamu,Yes,Sexual
4465,Tmder baba ma ki ghumay?,No,Not Hate
4466,Per night koto taka nes magi ?,Yes,Slang
4467,Paikhana ber korbo pasa chaita,Yes,Slang
4468,Hagu khabo,Yes,Slang
4469,Hot hoite jaiya toh leghta hoiya jaitahso khanki magi tor thk eh toh tor dudh ei boro ,Yes,Sexual
4470,dudu josss hoby khity,Yes,Others
4471,Ei baaal ta shob video te koi theke ase.,Yes,Others
4472,dekhte lage maiyya go moto,Yes,Appearance
4473,Faltu pola,Yes,Others
4474,Ey hijra ta ki tmr choda khay?,Yes,Sexual
4475,Josss hobe khity,No,Not Hate
4476,Mane Prothom E Deikha Moja Paisilam Oi Hizrar Bachcha Re Deikha Pura Mood Kharab Hoya Gese ,Yes,Others
4477,Thakti bostite prostitute hoia akhon boroloki maras magi,Yes,Sexual
